t,M1L,M2L,M3L,M4L,M1R,M2R,M3R,M4R
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.040000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.160000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.240000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.280000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.319999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.359999999999999876e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.399999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.439999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.479999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.520000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.560000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.680000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.720000000000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.760000000000000231e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.839999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.879999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.919999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,-3.576249892017895893e-01,6.681998364331453999e-01,-3.105748472313558106e-01,0.000000000000000000e+00,-3.576249892017895893e-01,6.681998364331453999e-01,-3.105748472313558106e-01,0.000000000000000000e+00
3.040000000000000036e+00,-3.580925019060647307e-01,6.691272808003672079e-01,-3.110347788943024772e-01,0.000000000000000000e+00,-3.580925019060647307e-01,6.691272808003672079e-01,-3.110347788943024772e-01,0.000000000000000000e+00
3.080000000000000071e+00,-3.585723585806931402e-01,6.700791999783239916e-01,-3.115068413976308515e-01,0.000000000000000000e+00,-3.585723585806931402e-01,6.700791999783239916e-01,-3.115068413976308515e-01,0.000000000000000000e+00
3.120000000000000107e+00,-3.590650560565857852e-01,6.710565785148270290e-01,-3.119915224582412439e-01,0.000000000000000000e+00,-3.590650560565857852e-01,6.710565785148270290e-01,-3.119915224582412439e-01,0.000000000000000000e+00
3.160000000000000142e+00,-3.595711179351605002e-01,6.720604539769892138e-01,-3.124893360418287136e-01,0.000000000000000000e+00,-3.595711179351605002e-01,6.720604539769892138e-01,-3.124893360418287136e-01,0.000000000000000000e+00
3.200000000000000178e+00,-3.600910960476434997e-01,6.730919198380664881e-01,-3.130008237904229884e-01,0.000000000000000000e+00,-3.600910960476434997e-01,6.730919198380664881e-01,-3.130008237904229884e-01,0.000000000000000000e+00
3.240000000000000213e+00,-3.606255718785689734e-01,6.741521282925111436e-01,-3.135265564139421701e-01,0.000000000000000000e+00,-3.606255718785689734e-01,6.741521282925111436e-01,-3.135265564139421701e-01,0.000000000000000000e+00
3.280000000000000249e+00,-3.611751579511904842e-01,6.752422929946486629e-01,-3.140671350434581788e-01,0.000000000000000000e+00,-3.611751579511904842e-01,6.752422929946486629e-01,-3.140671350434581788e-01,0.000000000000000000e+00
3.320000000000000284e+00,-3.617404991723862095e-01,6.763636917161266471e-01,-3.146231925437404375e-01,0.000000000000000000e+00,-3.617404991723862095e-01,6.763636917161266471e-01,-3.146231925437404375e-01,0.000000000000000000e+00
3.359999999999999876e+00,-3.623222741345004660e-01,6.775176689170012700e-01,-3.151953947825008040e-01,0.000000000000000000e+00,-3.623222741345004660e-01,6.775176689170012700e-01,-3.151953947825008040e-01,0.000000000000000000e+00
3.399999999999999911e+00,-3.629211963714136235e-01,6.787056382250274966e-01,-3.157844418536138731e-01,0.000000000000000000e+00,-3.629211963714136235e-01,6.787056382250274966e-01,-3.157844418536138731e-01,0.000000000000000000e+00
3.439999999999999947e+00,-3.635380155660112855e-01,6.799290848174732727e-01,-3.163910692514619871e-01,0.000000000000000000e+00,-3.635380155660112855e-01,6.799290848174732727e-01,-3.163910692514619871e-01,0.000000000000000000e+00
3.479999999999999982e+00,-3.641735187060662904e-01,6.811895676994619286e-01,-3.170160489933956383e-01,0.000000000000000000e+00,-3.641735187060662904e-01,6.811895676994619286e-01,-3.170160489933956383e-01,0.000000000000000000e+00
3.520000000000000018e+00,-3.648285311854206348e-01,6.824887218725923521e-01,-3.176601906871717174e-01,0.000000000000000000e+00,-3.648285311854206348e-01,6.824887218725923521e-01,-3.176601906871717174e-01,0.000000000000000000e+00
3.560000000000000053e+00,-3.655039178472091477e-01,6.838282603872939402e-01,-3.183243425400847926e-01,0.000000000000000000e+00,-3.655039178472091477e-01,6.838282603872939402e-01,-3.183243425400847926e-01,0.000000000000000000e+00
3.600000000000000089e+00,-3.662005839657480055e-01,6.852099762721343135e-01,-3.190093923063863079e-01,0.000000000000000000e+00,-3.662005839657480055e-01,6.852099762721343135e-01,-3.190093923063863079e-01,0.000000000000000000e+00
3.640000000000000124e+00,-3.669194761635829471e-01,6.866357443330355359e-01,-3.197162681694525888e-01,0.000000000000000000e+00,-3.669194761635829471e-01,6.866357443330355359e-01,-3.197162681694525888e-01,0.000000000000000000e+00
3.680000000000000160e+00,-3.676615832600839129e-01,6.881075228151425360e-01,-3.204459395550586231e-01,0.000000000000000000e+00,-3.676615832600839129e-01,6.881075228151425360e-01,-3.204459395550586231e-01,0.000000000000000000e+00
3.720000000000000195e+00,-3.684279370478737436e-01,6.896273549198779218e-01,-3.211994178720041782e-01,0.000000000000000000e+00,-3.684279370478737436e-01,6.896273549198779218e-01,-3.211994178720041782e-01,0.000000000000000000e+00
3.760000000000000231e+00,-3.692196129932953652e-01,6.911973701695564021e-01,-3.219777571762610369e-01,0.000000000000000000e+00,-3.692196129932953652e-01,6.911973701695564021e-01,-3.219777571762610369e-01,0.000000000000000000e+00
3.800000000000000266e+00,-3.700377308570588220e-01,6.928197856117970233e-01,-3.227820547547382013e-01,0.000000000000000000e+00,-3.700377308570588220e-01,6.928197856117970233e-01,-3.227820547547382013e-01,0.000000000000000000e+00
3.839999999999999858e+00,-3.708834552311618404e-01,6.944969068558735081e-01,-3.236134516247116677e-01,0.000000000000000000e+00,-3.708834552311618404e-01,6.944969068558735081e-01,-3.236134516247116677e-01,0.000000000000000000e+00
3.879999999999999893e+00,-3.717579959881632257e-01,6.962311289331153397e-01,-3.244731329449521140e-01,0.000000000000000000e+00,-3.717579959881632257e-01,6.962311289331153397e-01,-3.244731329449521140e-01,0.000000000000000000e+00
3.919999999999999929e+00,-3.726626086388911130e-01,6.980249369734667919e-01,-3.253623283345756789e-01,0.000000000000000000e+00,-3.726626086388911130e-01,6.980249369734667919e-01,-3.253623283345756789e-01,0.000000000000000000e+00
3.959999999999999964e+00,-3.735985945947125075e-01,6.998809066904019272e-01,-3.262823120956894196e-01,0.000000000000000000e+00,-3.735985945947125075e-01,6.998809066904019272e-01,-3.262823120956894196e-01,0.000000000000000000e+00
4.000000000000000000e+00,-3.745673013305622634e-01,7.018017046665272485e-01,-3.272344033359649851e-01,0.000000000000000000e+00,-3.745673013305622634e-01,7.018017046665272485e-01,-3.272344033359649851e-01,0.000000000000000000e+00
4.040000000000000036e+00,-3.755701224450267994e-01,7.037900884324022055e-01,-3.282199659873754061e-01,0.000000000000000000e+00,-3.755701224450267994e-01,7.037900884324022055e-01,-3.282199659873754061e-01,0.000000000000000000e+00
4.080000000000000071e+00,-3.766084976139573159e-01,7.058489063314478118e-01,-3.292404087174904959e-01,0.000000000000000000e+00,-3.766084976139573159e-01,7.058489063314478118e-01,-3.292404087174904959e-01,0.000000000000000000e+00
4.120000000000000107e+00,-3.776839124342370457e-01,7.079810971641232742e-01,-3.302971847298862285e-01,0.000000000000000000e+00,-3.776839124342370457e-01,7.079810971641232742e-01,-3.302971847298862285e-01,0.000000000000000000e+00
4.160000000000000142e+00,-3.787978981546116231e-01,7.101896896051036467e-01,-3.313917914504920237e-01,0.000000000000000000e+00,-3.787978981546116231e-01,7.101896896051036467e-01,-3.313917914504920237e-01,0.000000000000000000e+00
4.200000000000000178e+00,-3.799520312907386788e-01,7.124778013876824634e-01,-3.325257700969437846e-01,0.000000000000000000e+00,-3.799520312907386788e-01,7.124778013876824634e-01,-3.325257700969437846e-01,0.000000000000000000e+00
4.240000000000000213e+00,-3.811479331219747024e-01,7.148486382503435044e-01,-3.337007051283688019e-01,0.000000000000000000e+00,-3.811479331219747024e-01,7.148486382503435044e-01,-3.337007051283688019e-01,0.000000000000000000e+00
4.280000000000000249e+00,-3.823872690677896924e-01,7.173054926411788212e-01,-3.349182235733891289e-01,0.000000000000000000e+00,-3.823872690677896924e-01,7.173054926411788212e-01,-3.349182235733891289e-01,0.000000000000000000e+00
4.320000000000000284e+00,-3.836717479421465904e-01,7.198517421767220981e-01,-3.361799942345755077e-01,0.000000000000000000e+00,-3.836717479421465904e-01,7.198517421767220981e-01,-3.361799942345755077e-01,0.000000000000000000e+00
4.360000000000000320e+00,-3.850031210846750485e-01,7.224908478527387601e-01,-3.374877267680637116e-01,0.000000000000000000e+00,-3.850031210846750485e-01,7.224908478527387601e-01,-3.374877267680637116e-01,0.000000000000000000e+00
4.400000000000000355e+00,-3.863831813680013161e-01,7.252263520055726165e-01,-3.388431706375713004e-01,0.000000000000000000e+00,-3.863831813680013161e-01,7.252263520055726165e-01,-3.388431706375713004e-01,0.000000000000000000e+00
4.440000000000000391e+00,-3.878137620812142639e-01,7.280618760238765086e-01,-3.402481139426622447e-01,0.000000000000000000e+00,-3.878137620812142639e-01,7.280618760238765086e-01,-3.402481139426622447e-01,0.000000000000000000e+00
4.480000000000000426e+00,-3.892967356900665088e-01,7.310011178117836739e-01,-3.417043821217171651e-01,0.000000000000000000e+00,-3.892967356900665088e-01,7.310011178117836739e-01,-3.417043821217171651e-01,0.000000000000000000e+00
4.520000000000000462e+00,-3.908340124752113232e-01,7.340478490059683114e-01,-3.432138365307569883e-01,0.000000000000000000e+00,-3.908340124752113232e-01,7.340478490059683114e-01,-3.432138365307569883e-01,0.000000000000000000e+00
4.560000000000000497e+00,-3.924275390505190253e-01,7.372059119505194325e-01,-3.447783729000004072e-01,0.000000000000000000e+00,-3.924275390505190253e-01,7.372059119505194325e-01,-3.447783729000004072e-01,0.000000000000000000e+00
4.600000000000000533e+00,-3.940792967642614553e-01,7.404792164350328942e-01,-3.463999196707714390e-01,0.000000000000000000e+00,-3.940792967642614553e-01,7.404792164350328942e-01,-3.463999196707714390e-01,0.000000000000000000e+00
4.639999999999999680e+00,-3.957912999867772008e-01,7.438717362029587665e-01,-3.480804362161815657e-01,0.000000000000000000e+00,-3.957912999867772008e-01,7.438717362029587665e-01,-3.480804362161815657e-01,0.000000000000000000e+00
4.679999999999999716e+00,-3.975655942890514716e-01,7.473875052388747608e-01,-3.498219109498232893e-01,0.000000000000000000e+00,-3.975655942890514716e-01,7.473875052388747608e-01,-3.498219109498232893e-01,0.000000000000000000e+00
4.719999999999999751e+00,-3.994042545174827930e-01,7.510306138450124624e-01,-3.516263593275296695e-01,0.000000000000000000e+00,-3.994042545174827930e-01,7.510306138450124624e-01,-3.516263593275296695e-01,0.000000000000000000e+00
4.759999999999999787e+00,-4.013093827709703354e-01,7.548052045190802861e-01,-3.534958217481099507e-01,0.000000000000000000e+00,-4.013093827709703354e-01,7.548052045190802861e-01,-3.534958217481099507e-01,0.000000000000000000e+00
4.799999999999999822e+00,-4.032831062873116212e-01,7.587154676471138393e-01,-3.554323613598022180e-01,0.000000000000000000e+00,-4.032831062873116212e-01,7.587154676471138393e-01,-3.554323613598022180e-01,0.000000000000000000e+00
4.839999999999999858e+00,-4.053275752467362936e-01,7.627656370267464903e-01,-3.574380617800101967e-01,0.000000000000000000e+00,-4.053275752467362936e-01,7.627656370267464903e-01,-3.574380617800101967e-01,0.000000000000000000e+00
4.879999999999999893e+00,-4.074449605012371300e-01,7.669599852379371807e-01,-3.595150247367000507e-01,0.000000000000000000e+00,-4.074449605012371300e-01,7.669599852379371807e-01,-3.595150247367000507e-01,0.000000000000000000e+00
4.919999999999999929e+00,-4.096374512391466327e-01,7.713028188797559359e-01,-3.616653676406093032e-01,0.000000000000000000e+00,-4.096374512391466327e-01,7.713028188797559359e-01,-3.616653676406093032e-01,0.000000000000000000e+00
4.959999999999999964e+00,-4.119072525951655850e-01,7.757984736933125625e-01,-3.638912210981469775e-01,0.000000000000000000e+00,-4.119072525951655850e-01,7.757984736933125625e-01,-3.638912210981469775e-01,0.000000000000000000e+00
5.000000000000000000e+00,-4.142565832167422468e-01,7.804513095922840371e-01,-3.661947263755417903e-01,0.000000000000000000e+00,-4.142565832167422468e-01,7.804513095922840371e-01,-3.661947263755417903e-01,0.000000000000000000e+00
5.040000000000000036e+00,-4.166876727983506168e-01,7.852657056237615230e-01,-3.685780328254109062e-01,0.000000000000000000e+00,-4.166876727983506168e-01,7.852657056237615230e-01,-3.685780328254109062e-01,0.000000000000000000e+00
